time,open,high,low,close,tick_volume,spread,real_volume
2020-11-08 23:00:00,1957.117,1959.741,1955.222,1958.496,2833,300,0
2020-11-09 00:00:00,1958.449,1958.449,1952.569,1953.904,3755,300,0
2020-11-09 01:00:00,1953.854,1957.296,1952.92,1955.689,4533,300,0
2020-11-09 02:00:00,1955.695,1957.121,1954.68,1957.115,2841,300,0
2020-11-09 03:00:00,1957.068,1961.154,1955.532,1960.754,2707,300,0
2020-11-09 04:00:00,1960.723,1964.596,1960.173,1962.482,2969,300,0
2020-11-09 05:00:00,1962.535,1965.419,1961.16,1961.803,3051,300,0
2020-11-09 06:00:00,1961.756,1962.935,1955.589,1956.785,3755,300,0
2020-11-09 07:00:00,1956.834,1958.657,1953.498,1956.819,3921,300,0
2020-11-09 08:00:00,1956.824,1963.13,1955.928,1959.569,4247,300,0
2020-11-09 09:00:00,1959.615,1961.077,1958.246,1958.529,3538,300,0
2020-11-09 10:00:00,1958.48,1960.287,1957.532,1958.727,2870,300,0
2020-11-09 11:00:00,1958.702,1958.702,1934.515,1938.022,7501,300,0
2020-11-09 12:00:00,1938.079,1938.928,1900.831,1911.533,20770,300,0
2020-11-09 13:00:00,1911.486,1911.585,1868.567,1880.321,20131,300,0
2020-11-09 14:00:00,1880.375,1885.67,1859.42,1863.195,14664,300,0
2020-11-09 15:00:00,1863.242,1870.704,1854.186,1860.657,11872,300,0
2020-11-09 16:00:00,1860.608,1861.726,1850.423,1858.52,10045,300,0
2020-11-09 17:00:00,1858.47,1867.961,1857.972,1862.175,7036,300,0
2020-11-09 18:00:00,1862.13,1862.224,1855.292,1861.06,5469,300,0
2020-11-09 19:00:00,1861.11,1867.546,1860.413,1866.604,4761,300,0
2020-11-09 20:00:00,1866.603,1869.577,1863.377,1865.487,4347,300,0
2020-11-09 21:00:00,1865.482,1869.023,1861.698,1861.987,3852,300,0
2020-11-09 23:00:00,1861.986,1871.334,1860.237,1870.837,3850,300,0
2020-11-10 00:00:00,1870.883,1874.984,1868.73,1873.567,4268,300,0
2020-11-10 01:00:00,1873.521,1874.284,1867.458,1874.216,4632,300,0
2020-11-10 02:00:00,1874.247,1877.838,1873.966,1876.876,3685,300,0
2020-11-10 03:00:00,1876.87,1881.643,1876.709,1881.13,3079,300,0
2020-11-10 04:00:00,1881.134,1884.825,1880.876,1883.5,2560,300,0
2020-11-10 05:00:00,1883.498,1883.554,1878.799,1881.44,3160,300,0
2020-11-10 06:00:00,1881.459,1889.385,1880.715,1888.077,3955,300,0
2020-11-10 07:00:00,1888.128,1890.315,1883.536,1885.281,4493,300,0
2020-11-10 08:00:00,1885.274,1890.258,1884.898,1887.384,4258,300,0
2020-11-10 09:00:00,1887.386,1887.59,1875.018,1878.721,4726,300,0
2020-11-10 10:00:00,1878.769,1878.999,1868.002,1868.716,5335,300,0
2020-11-10 11:00:00,1868.67,1880.787,1867.351,1878.473,4600,300,0
2020-11-10 12:00:00,1878.521,1880.69,1876.91,1880.491,4746,300,0
2020-11-10 13:00:00,1880.46,1883.359,1873.513,1877.442,6094,300,0
2020-11-10 14:00:00,1877.392,1884.402,1875.878,1881.688,8103,300,0
2020-11-10 15:00:00,1881.64,1885.232,1877.989,1882.256,7276,300,0
2020-11-10 16:00:00,1882.21,1885.022,1881.066,1881.634,4626,300,0
2020-11-10 17:00:00,1881.62,1884.498,1881.62,1881.755,4074,300,0
2020-11-10 18:00:00,1881.802,1882.426,1874.66,1877.063,3728,300,0
2020-11-10 19:00:00,1877.067,1879.024,1876.175,1877.237,3596,300,0
2020-11-10 20:00:00,1877.188,1877.483,1872.154,1872.741,3732,300,0
2020-11-10 21:00:00,1872.694,1878.214,1871.898,1877.222,2623,300,0
2020-11-10 23:00:00,1876.68,1879.473,1874.321,1876.657,2390,300,0
2020-11-11 00:00:00,1876.62,1880.829,1876.371,1878.837,2964,300,0
2020-11-11 01:00:00,1878.784,1881.492,1877.082,1879.573,3398,300,0
2020-11-11 02:00:00,1879.567,1883.023,1879.188,1882.343,2748,300,0
2020-11-11 03:00:00,1882.357,1882.868,1878.206,1880.684,2816,300,0
2020-11-11 04:00:00,1880.667,1880.841,1878.748,1879.962,1716,300,0
2020-11-11 05:00:00,1879.957,1883.211,1879.949,1881.949,2535,300,0
2020-11-11 06:00:00,1881.973,1884.333,1880.981,1883.068,2545,300,0
2020-11-11 07:00:00,1883.087,1883.127,1874.537,1876.575,4306,300,0
2020-11-11 08:00:00,1876.527,1879.468,1874.659,1878.235,4103,300,0
2020-11-11 09:00:00,1878.186,1881.423,1875.125,1881.174,3729,300,0
2020-11-11 10:00:00,1881.197,1881.862,1875.801,1875.891,3326,300,0
2020-11-11 11:00:00,1875.899,1877.182,1869.866,1876.87,3664,300,0
2020-11-11 12:00:00,1876.858,1878.899,1870.556,1870.731,4321,300,0
2020-11-11 13:00:00,1870.684,1873.515,1858.239,1858.511,6255,300,0
2020-11-11 14:00:00,1858.466,1867.816,1856.273,1861.447,7352,300,0
2020-11-11 15:00:00,1861.471,1866.363,1858.849,1862.626,6036,300,0
2020-11-11 16:00:00,1862.615,1866.606,1861.824,1864.521,4042,300,0
2020-11-11 17:00:00,1864.471,1864.615,1860.715,1862.302,3126,300,0
2020-11-11 18:00:00,1862.3,1865.532,1861.9,1864.566,2762,300,0
2020-11-11 19:00:00,1864.6,1865.419,1862.663,1863.463,2570,300,0
2020-11-11 20:00:00,1863.467,1864.488,1862.732,1863.73,2676,300,0
2020-11-11 21:00:00,1863.703,1865.954,1863.559,1865.302,1488,300,0
2020-11-11 23:00:00,1866.008,1868.266,1863.895,1865.515,2079,300,0
2020-11-12 00:00:00,1865.559,1866.014,1862.647,1865.189,2294,300,0
2020-11-12 01:00:00,1865.189,1871.443,1863.017,1870.933,3858,300,0
2020-11-12 02:00:00,1870.936,1871.71,1868.232,1870.292,2569,300,0
2020-11-12 03:00:00,1870.295,1872.146,1869.336,1870.419,2486,300,0
2020-11-12 04:00:00,1870.444,1871.072,1869.393,1869.87,1681,300,0
2020-11-12 05:00:00,1869.854,1872.63,1868.678,1870.007,2645,300,0
2020-11-12 06:00:00,1869.999,1871.34,1867.277,1869.459,3333,300,0
2020-11-12 07:00:00,1869.461,1871.683,1867.471,1868.579,3450,300,0
2020-11-12 08:00:00,1868.624,1870.138,1863.142,1867.4,4382,300,0
2020-11-12 09:00:00,1867.392,1872.89,1864.821,1870.718,3861,300,0
2020-11-12 10:00:00,1870.702,1871.303,1867.154,1868.26,3305,300,0
2020-11-12 11:00:00,1868.241,1872.457,1868.219,1870.444,3043,300,0
2020-11-12 12:00:00,1870.435,1872.467,1870.073,1870.546,3260,300,0
2020-11-12 13:00:00,1870.592,1879.617,1867.472,1876.906,5008,300,0
2020-11-12 14:00:00,1876.948,1880.336,1874.625,1879.519,5655,300,0
2020-11-12 15:00:00,1879.503,1883.734,1875.764,1878.89,5522,300,0
2020-11-12 16:00:00,1878.882,1882.069,1877.12,1880.228,3952,300,0
2020-11-12 17:00:00,1880.2,1882.973,1877.188,1877.316,3415,300,0
2020-11-12 18:00:00,1877.323,1877.86,1874.193,1877.799,3711,300,0
2020-11-12 19:00:00,1877.746,1877.799,1875.617,1876.79,2718,300,0
2020-11-12 20:00:00,1876.796,1876.986,1874.007,1875.548,3111,300,0
2020-11-12 21:00:00,1875.496,1877.276,1875.141,1876.862,2056,300,0
2020-11-12 23:00:00,1876.416,1877.396,1875.042,1875.74,1478,300,0
2020-11-13 00:00:00,1875.733,1878.331,1873.937,1877.644,2387,300,0
2020-11-13 01:00:00,1877.643,1881.888,1876.595,1879.226,3397,300,0
2020-11-13 02:00:00,1879.215,1880.825,1878.307,1878.96,2736,300,0
2020-11-13 03:00:00,1878.936,1879.477,1875.864,1876.89,2045,300,0
2020-11-13 04:00:00,1876.845,1878.104,1876.318,1877.247,1564,300,0
2020-11-13 05:00:00,1877.258,1879.878,1876.555,1879.713,2184,300,0
2020-11-13 06:00:00,1879.715,1880.262,1878.346,1879.105,2464,300,0
2020-11-13 07:00:00,1879.107,1879.577,1878.024,1878.872,2569,300,0
2020-11-13 08:00:00,1878.896,1880.846,1876.98,1879.022,3452,300,0
2020-11-13 09:00:00,1879.046,1880.771,1875.726,1880.455,3395,300,0
2020-11-13 10:00:00,1880.407,1881.042,1878.056,1878.895,3014,300,0
2020-11-13 11:00:00,1878.848,1880.179,1877.262,1879.309,2802,300,0
2020-11-13 12:00:00,1879.285,1886.952,1878.21,1885.808,3861,300,0
2020-11-13 13:00:00,1885.826,1895.346,1885.775,1894.643,5446,300,0
2020-11-13 14:00:00,1894.679,1896.728,1890.68,1891.293,4950,300,0
2020-11-13 15:00:00,1891.35,1893.618,1887.727,1891.744,5057,300,0
2020-11-13 16:00:00,1891.746,1894.613,1889.948,1891.058,3774,300,0
2020-11-13 17:00:00,1891.042,1892.391,1889.054,1890.456,2841,300,0
2020-11-13 18:00:00,1890.458,1890.703,1884.683,1885.264,3268,300,0
2020-11-13 19:00:00,1885.309,1886.692,1884.609,1886.611,2578,300,0
2020-11-13 20:00:00,1886.566,1888.264,1886.18,1888.099,2124,300,0
2020-11-13 21:00:00,1888.071,1889.753,1886.749,1889.358,720,300,0
2020-11-15 23:00:00,1887.92,1891.535,1887.778,1890.357,2041,300,0
2020-11-16 00:00:00,1890.413,1891.269,1888.38,1889.29,2286,300,0
2020-11-16 01:00:00,1889.244,1898.266,1887.535,1896.294,3994,300,0
2020-11-16 02:00:00,1896.338,1899.0,1894.778,1895.269,2729,300,0
2020-11-16 03:00:00,1895.319,1898.075,1894.582,1895.619,2087,300,0
2020-11-16 04:00:00,1895.607,1896.692,1894.837,1895.583,1627,300,0
2020-11-16 05:00:00,1895.54,1895.63,1891.02,1891.957,2467,300,0
2020-11-16 06:00:00,1891.971,1892.448,1888.857,1890.144,2992,300,0
2020-11-16 07:00:00,1890.099,1892.404,1887.417,1891.561,3156,300,0
2020-11-16 08:00:00,1891.505,1894.871,1890.851,1893.948,3641,300,0
2020-11-16 09:00:00,1893.995,1895.106,1893.291,1894.19,3074,300,0
2020-11-16 10:00:00,1894.142,1894.303,1889.987,1891.446,2946,300,0
2020-11-16 11:00:00,1891.465,1893.01,1865.134,1869.402,7474,300,0
2020-11-16 12:00:00,1869.46,1878.634,1865.433,1876.515,10341,300,0
2020-11-16 13:00:00,1876.469,1886.848,1871.768,1885.986,6370,300,0
2020-11-16 14:00:00,1886.018,1891.343,1885.133,1887.669,5982,300,0
2020-11-16 15:00:00,1887.714,1890.785,1886.219,1889.972,4423,300,0
2020-11-16 16:00:00,1889.97,1895.887,1889.279,1895.277,3740,300,0
2020-11-16 17:00:00,1895.231,1895.919,1888.976,1889.267,3177,300,0
2020-11-16 18:00:00,1889.314,1889.515,1886.315,1886.696,2673,300,0
2020-11-16 19:00:00,1886.697,1887.984,1885.948,1886.161,2447,300,0
2020-11-16 20:00:00,1886.16,1888.108,1885.115,1887.471,2919,300,0
2020-11-16 21:00:00,1887.424,1889.766,1886.788,1888.729,1360,300,0
2020-11-16 23:00:00,1888.596,1890.468,1887.405,1889.757,2014,300,0
2020-11-17 00:00:00,1889.711,1891.472,1886.885,1888.337,2289,300,0
2020-11-17 01:00:00,1888.332,1890.713,1887.374,1888.676,2785,300,0
2020-11-17 02:00:00,1888.651,1891.756,1888.436,1891.012,2056,300,0
2020-11-17 03:00:00,1891.049,1892.359,1889.617,1890.334,1946,300,0
2020-11-17 04:00:00,1890.299,1890.364,1887.083,1888.479,1959,300,0
2020-11-17 05:00:00,1888.479,1888.777,1884.669,1886.787,2463,300,0
2020-11-17 06:00:00,1886.761,1889.289,1884.203,1888.849,2869,300,0
2020-11-17 07:00:00,1888.869,1890.149,1886.086,1887.166,3129,300,0
2020-11-17 08:00:00,1887.214,1891.904,1884.214,1890.696,4271,300,0
2020-11-17 09:00:00,1890.691,1892.577,1888.13,1890.119,3536,300,0
2020-11-17 10:00:00,1890.114,1890.818,1885.864,1888.513,3104,300,0
2020-11-17 11:00:00,1888.513,1889.039,1887.26,1888.689,2630,300,0
2020-11-17 12:00:00,1888.643,1889.51,1886.456,1886.684,3263,300,0
2020-11-17 13:00:00,1886.731,1893.378,1886.152,1891.11,5382,300,0
2020-11-17 14:00:00,1891.062,1892.22,1886.117,1890.641,5140,300,0
2020-11-17 15:00:00,1890.686,1890.761,1884.615,1888.544,4707,300,0
2020-11-17 16:00:00,1888.498,1888.887,1885.253,1885.687,3636,300,0
2020-11-17 17:00:00,1885.642,1887.522,1884.946,1886.772,2652,300,0
2020-11-17 18:00:00,1886.8,1887.933,1885.142,1885.591,2693,300,0
2020-11-17 19:00:00,1885.591,1886.959,1885.188,1886.668,2265,300,0
2020-11-17 20:00:00,1886.713,1887.252,1876.901,1881.166,3497,300,0
2020-11-17 21:00:00,1881.211,1881.911,1878.715,1880.092,2035,300,0
2020-11-17 23:00:00,1880.9,1883.097,1880.752,1882.577,1435,300,0
2020-11-18 00:00:00,1882.527,1883.158,1879.183,1881.121,2386,300,0
2020-11-18 01:00:00,1881.064,1881.986,1876.329,1878.85,3811,300,0
2020-11-18 02:00:00,1878.803,1879.652,1877.388,1878.436,2592,300,0
2020-11-18 03:00:00,1878.438,1878.916,1875.622,1878.274,2419,300,0
2020-11-18 04:00:00,1878.272,1880.147,1878.272,1879.406,1732,300,0
2020-11-18 05:00:00,1879.404,1881.358,1878.505,1879.665,2363,300,0
2020-11-18 06:00:00,1879.617,1880.417,1876.557,1879.889,2966,300,0
2020-11-18 07:00:00,1879.887,1882.542,1879.782,1882.303,3061,300,0
2020-11-18 08:00:00,1882.348,1884.626,1880.584,1883.409,3484,300,0
2020-11-18 09:00:00,1883.445,1884.305,1876.416,1879.357,3424,300,0
2020-11-18 10:00:00,1879.403,1879.877,1871.484,1874.775,3685,300,0
2020-11-18 11:00:00,1874.791,1876.349,1868.177,1871.671,4319,300,0
2020-11-18 12:00:00,1871.683,1872.377,1863.631,1870.412,5727,300,0
2020-11-18 13:00:00,1870.366,1876.088,1868.907,1875.822,5438,300,0
2020-11-18 14:00:00,1875.821,1880.102,1875.637,1875.674,4902,300,0
2020-11-18 15:00:00,1875.691,1884.719,1875.26,1881.726,4893,300,0
2020-11-18 16:00:00,1881.704,1882.663,1879.265,1880.1,3832,300,0
2020-11-18 17:00:00,1880.066,1881.827,1874.551,1875.201,3610,300,0
2020-11-18 18:00:00,1875.18,1876.032,1872.282,1872.994,3734,300,0
2020-11-18 19:00:00,1872.973,1874.722,1871.174,1874.127,3357,300,0
2020-11-18 20:00:00,1874.078,1874.078,1868.947,1870.179,3338,300,0
2020-11-18 21:00:00,1870.227,1872.43,1869.445,1872.149,1608,300,0
2020-11-18 23:00:00,1872.695,1873.972,1870.15,1871.332,1978,300,0
2020-11-19 00:00:00,1871.281,1872.743,1868.448,1869.335,3221,300,0
2020-11-19 01:00:00,1869.288,1872.556,1868.868,1870.232,3351,300,0
2020-11-19 02:00:00,1870.187,1871.568,1870.116,1870.856,2746,300,0
2020-11-19 03:00:00,1870.83,1870.83,1865.976,1867.909,3071,300,0
2020-11-19 04:00:00,1867.912,1868.593,1866.723,1866.832,2299,300,0
2020-11-19 05:00:00,1866.806,1868.189,1858.061,1862.383,3778,300,0
2020-11-19 06:00:00,1862.385,1863.892,1860.174,1863.49,3920,300,0
2020-11-19 07:00:00,1863.48,1864.894,1861.095,1863.613,3629,300,0
2020-11-19 08:00:00,1863.638,1863.945,1855.632,1857.163,4751,300,0
2020-11-19 09:00:00,1857.117,1865.582,1855.084,1861.371,4413,300,0
2020-11-19 10:00:00,1861.362,1863.439,1856.255,1858.961,4104,300,0
2020-11-19 11:00:00,1858.951,1864.449,1856.798,1862.45,3800,300,0
2020-11-19 12:00:00,1862.402,1864.934,1860.335,1862.756,3916,300,0
2020-11-19 13:00:00,1862.816,1863.306,1852.547,1860.559,5899,300,0
2020-11-19 14:00:00,1860.605,1861.434,1855.762,1858.495,5722,300,0
2020-11-19 15:00:00,1858.543,1863.792,1857.075,1859.987,5385,300,0
2020-11-19 16:00:00,1860.036,1862.222,1858.328,1859.593,3898,300,0
2020-11-19 17:00:00,1859.584,1863.296,1859.353,1862.774,3358,300,0
2020-11-19 18:00:00,1862.781,1865.154,1862.537,1863.772,2993,300,0
2020-11-19 19:00:00,1863.765,1867.551,1863.65,1865.302,2994,300,0
2020-11-19 20:00:00,1865.25,1867.293,1863.339,1866.603,2985,300,0
2020-11-19 21:00:00,1866.564,1867.661,1866.095,1866.096,1506,300,0
2020-11-19 23:00:00,1863.026,1864.173,1860.805,1863.101,2150,300,0
2020-11-20 00:00:00,1863.156,1864.893,1861.203,1863.015,2743,300,0
2020-11-20 01:00:00,1863.031,1867.615,1862.379,1864.899,3470,300,0
2020-11-20 02:00:00,1864.902,1865.376,1862.111,1863.974,2835,300,0
2020-11-20 03:00:00,1863.975,1865.038,1862.708,1864.805,2460,300,0
2020-11-20 04:00:00,1864.822,1867.936,1864.777,1867.53,2183,300,0
2020-11-20 05:00:00,1867.575,1869.163,1866.333,1868.928,2966,300,0
2020-11-20 06:00:00,1868.876,1869.709,1865.526,1867.043,3834,300,0
2020-11-20 07:00:00,1867.047,1868.291,1860.858,1865.994,4448,300,0
2020-11-20 08:00:00,1866.04,1869.325,1865.706,1867.24,4116,300,0
2020-11-20 09:00:00,1867.259,1868.61,1865.259,1867.007,3856,300,0
2020-11-20 10:00:00,1866.959,1868.533,1865.243,1865.483,3506,300,0
2020-11-20 11:00:00,1865.438,1867.31,1863.407,1865.951,3399,300,0
2020-11-20 12:00:00,1865.906,1867.773,1863.939,1867.163,3400,300,0
2020-11-20 13:00:00,1867.113,1868.613,1865.553,1867.333,4185,300,0
2020-11-20 14:00:00,1867.338,1879.318,1867.308,1875.464,5959,300,0
2020-11-20 15:00:00,1875.47,1879.697,1873.793,1874.367,4428,300,0
2020-11-20 16:00:00,1874.415,1875.16,1871.328,1872.608,3672,300,0
2020-11-20 17:00:00,1872.581,1873.33,1871.318,1872.219,2997,300,0
2020-11-20 18:00:00,1872.171,1874.531,1871.598,1873.59,2551,300,0
2020-11-20 19:00:00,1873.608,1874.712,1872.863,1873.556,2462,300,0
2020-11-20 20:00:00,1873.604,1873.919,1872.0,1872.822,2630,300,0
2020-11-20 21:00:00,1872.773,1873.03,1869.783,1870.923,786,300,0
2020-11-22 23:00:00,1870.778,1872.086,1870.128,1872.049,1232,300,0
2020-11-23 00:00:00,1872.05,1873.453,1871.444,1873.227,1953,300,0
2020-11-23 01:00:00,1873.171,1875.902,1871.66,1873.131,2813,300,0
2020-11-23 02:00:00,1873.127,1873.319,1870.415,1872.931,2346,300,0
2020-11-23 03:00:00,1872.933,1873.762,1872.513,1873.113,1643,300,0
2020-11-23 04:00:00,1873.117,1873.62,1872.393,1873.603,1276,300,0
2020-11-23 05:00:00,1873.6,1874.674,1873.018,1873.607,1681,300,0
2020-11-23 06:00:00,1873.634,1875.988,1873.206,1873.954,2191,300,0
2020-11-23 07:00:00,1873.909,1875.532,1871.903,1874.694,3118,300,0
2020-11-23 08:00:00,1874.74,1875.109,1868.59,1868.972,3410,300,0
2020-11-23 09:00:00,1869.019,1870.78,1866.532,1868.887,3349,300,0
2020-11-23 10:00:00,1868.935,1869.756,1864.32,1865.528,3384,300,0
2020-11-23 11:00:00,1865.494,1867.313,1863.461,1866.249,3356,300,0
2020-11-23 12:00:00,1866.236,1868.763,1865.558,1868.45,3544,300,0
2020-11-23 13:00:00,1868.401,1868.962,1862.354,1866.886,4543,300,0
2020-11-23 14:00:00,1866.934,1868.068,1840.879,1841.417,9093,300,0
2020-11-23 15:00:00,1841.514,1843.215,1833.708,1834.621,10419,300,0
2020-11-23 16:00:00,1834.601,1839.075,1830.81,1839.024,6316,300,0
2020-11-23 17:00:00,1838.973,1840.513,1837.076,1839.645,3942,300,0
2020-11-23 18:00:00,1839.684,1840.978,1838.712,1839.409,3275,300,0
2020-11-23 19:00:00,1839.363,1839.373,1837.3,1837.991,2981,300,0
2020-11-23 20:00:00,1837.975,1840.323,1835.423,1835.955,3153,300,0
